"MonthEnding","Country","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20100331","S92000003","Imaging","Barium Studies",488,"",26,"",25,""
"20100430","S92000003","Imaging","Barium Studies",508,"",21,"",20,""
"20100531","S92000003","Imaging","Barium Studies",499,"",31,"",31,""
"20100630","S92000003","Imaging","Barium Studies",516,"",3,"",0,""
"20100731","S92000003","Imaging","Barium Studies",509,"",2,"",0,""
"20100831","S92000003","Imaging","Barium Studies",460,"",9,"",1,""
"20100930","S92000003","Imaging","Barium Studies",460,"",6,"",0,""
"20101031","S92000003","Imaging","Barium Studies",456,"",4,"",0,""
"20101130","S92000003","Imaging","Barium Studies",419,"",3,"",0,""
"20101231","S92000003","Imaging","Barium Studies",547,"",0,"",0,""
"20110131","S92000003","Imaging","Barium Studies",505,"",0,"",0,""
"20110228","S92000003","Imaging","Barium Studies",496,"",0,"",0,""
"20110331","S92000003","Imaging","Barium Studies",573,"",0,"",0,""
"20110430","S92000003","Imaging","Barium Studies",462,"",0,"",0,""
"20110531","S92000003","Imaging","Barium Studies",491,"",0,"",0,""
"20110630","S92000003","Imaging","Barium Studies",467,"",0,"",0,""
"20110731","S92000003","Imaging","Barium Studies",413,"",0,"",0,""
"20110831","S92000003","Imaging","Barium Studies",499,"",0,"",0,""
"20110930","S92000003","Imaging","Barium Studies",572,"",3,"",0,""
"20111031","S92000003","Imaging","Barium Studies",505,"",0,"",0,""
"20111130","S92000003","Imaging","Barium Studies",455,"",0,"",0,""
"20111231","S92000003","Imaging","Barium Studies",483,"",0,"",0,""
"20120131","S92000003","Imaging","Barium Studies",476,"",1,"",0,""
"20120229","S92000003","Imaging","Barium Studies",497,"",0,"",0,""
"20120331","S92000003","Imaging","Barium Studies",505,"",0,"",0,""
"20120430","S92000003","Imaging","Barium Studies",535,"",2,"",0,""
"20120531","S92000003","Imaging","Barium Studies",506,"",1,"",0,""
"20120630","S92000003","Imaging","Barium Studies",508,"",3,"",0,""
"20120731","S92000003","Imaging","Barium Studies",374,"",4,"",0,""
"20120831","S92000003","Imaging","Barium Studies",392,"",2,"",0,""
"20120930","S92000003","Imaging","Barium Studies",474,"",0,"",0,""
"20121031","S92000003","Imaging","Barium Studies",388,"",1,"",0,""
"20121130","S92000003","Imaging","Barium Studies",319,"",0,"",0,""
"20121231","S92000003","Imaging","Barium Studies",334,"",1,"",0,""
"20130131","S92000003","Imaging","Barium Studies",321,"",0,"",0,""
"20130228","S92000003","Imaging","Barium Studies",247,"",0,"",0,""
"20130331","S92000003","Imaging","Barium Studies",251,"",0,"",0,""
"20130430","S92000003","Imaging","Barium Studies",261,"",3,"",0,""
"20130531","S92000003","Imaging","Barium Studies",263,"",0,"",0,""
"20130630","S92000003","Imaging","Barium Studies",285,"",2,"",0,""
"20130731","S92000003","Imaging","Barium Studies",268,"",1,"",1,""
"20130831","S92000003","Imaging","Barium Studies",246,"",1,"",1,""
"20130930","S92000003","Imaging","Barium Studies",264,"",5,"",0,""
"20131031","S92000003","Imaging","Barium Studies",221,"",5,"",2,""
"20131130","S92000003","Imaging","Barium Studies",237,"",7,"",2,""
"20131231","S92000003","Imaging","Barium Studies",262,"",13,"",0,""
"20140131","S92000003","Imaging","Barium Studies",271,"",4,"",1,""
"20140228","S92000003","Imaging","Barium Studies",307,"",4,"",0,""
"20140331","S92000003","Imaging","Barium Studies",252,"",4,"",0,""
"20140430","S92000003","Imaging","Barium Studies",215,"",5,"",1,""
"20140531","S92000003","Imaging","Barium Studies",215,"",2,"",1,""
"20140630","S92000003","Imaging","Barium Studies",252,"",6,"",1,""
"20140731","S92000003","Imaging","Barium Studies",261,"",7,"",2,""
"20140831","S92000003","Imaging","Barium Studies",578,"",7,"",4,""
"20140930","S92000003","Imaging","Barium Studies",245,"",3,"",0,""
"20141031","S92000003","Imaging","Barium Studies",201,"",4,"",1,""
"20141130","S92000003","Imaging","Barium Studies",234,"",6,"",0,""
"20141231","S92000003","Imaging","Barium Studies",222,"",2,"",0,""
"20150131","S92000003","Imaging","Barium Studies",193,"",3,"",1,""
"20150228","S92000003","Imaging","Barium Studies",233,"",7,"",1,""
"20150331","S92000003","Imaging","Barium Studies",245,"",8,"",1,""
"20150430","S92000003","Imaging","Barium Studies",207,"",18,"",4,""
"20150531","S92000003","Imaging","Barium Studies",179,"",11,"",5,""
"20150630","S92000003","Imaging","Barium Studies",204,"",6,"",2,""
"20150731","S92000003","Imaging","Barium Studies",237,"",15,"",1,""
"20150831","S92000003","Imaging","Barium Studies",181,"",5,"",0,""
"20150930","S92000003","Imaging","Barium Studies",190,"",9,"",0,""
"20151031","S92000003","Imaging","Barium Studies",183,"",8,"",1,""
"20151130","S92000003","Imaging","Barium Studies",183,"",5,"",1,""
"20151231","S92000003","Imaging","Barium Studies",198,"",7,"",0,""
"20160131","S92000003","Imaging","Barium Studies",159,"",15,"",10,""
"20160229","S92000003","Imaging","Barium Studies",158,"",3,"",0,""
"20160331","S92000003","Imaging","Barium Studies",141,"",1,"",0,""
"20160430","S92000003","Imaging","Barium Studies",122,"",1,"",0,""
"20160531","S92000003","Imaging","Barium Studies",133,"",0,"",0,""
"20160630","S92000003","Imaging","Barium Studies",150,"",0,"",0,""
"20160731","S92000003","Imaging","Barium Studies",269,"",134,"",129,""
"20160831","S92000003","Imaging","Barium Studies",164,"",2,"",0,""
"20160930","S92000003","Imaging","Barium Studies",155,"",10,"",3,""
"20161031","S92000003","Imaging","Barium Studies",163,"",15,"",0,""
"20161130","S92000003","Imaging","Barium Studies",159,"",11,"",3,""
"20161231","S92000003","Imaging","Barium Studies",122,"",3,"",0,""
"20170131","S92000003","Imaging","Barium Studies",167,"",17,"",12,""
"20170228","S92000003","Imaging","Barium Studies",167,"",24,"",3,""
"20170331","S92000003","Imaging","Barium Studies",183,"",24,"",5,""
"20170430","S92000003","Imaging","Barium Studies",147,"",24,"",12,""
"20170531","S92000003","Imaging","Barium Studies",179,"",20,"",8,""
"20170630","S92000003","Imaging","Barium Studies",187,"",21,"",8,""
"20170731","S92000003","Imaging","Barium Studies",187,"",18,"",2,""
"20170831","S92000003","Imaging","Barium Studies",177,"",9,"",0,""
"20170930","S92000003","Imaging","Barium Studies",183,"",22,"",4,""
"20171031","S92000003","Imaging","Barium Studies",177,"",23,"",2,""
"20171130","S92000003","Imaging","Barium Studies",159,"",9,"",0,""
"20171231","S92000003","Imaging","Barium Studies",213,"",55,"",8,""
"20180131","S92000003","Imaging","Barium Studies",168,"",27,"",17,""
"20180228","S92000003","Imaging","Barium Studies",154,"",13,"",2,""
"20180331","S92000003","Imaging","Barium Studies",172,"",30,"",2,""
"20180430","S92000003","Imaging","Barium Studies",239,"",54,"",23,""
"20180531","S92000003","Imaging","Barium Studies",185,"",53,"",11,""
"20180630","S92000003","Imaging","Barium Studies",228,"",39,"",9,""
"20180731","S92000003","Imaging","Barium Studies",194,"",36,"",6,""
"20180831","S92000003","Imaging","Barium Studies",154,"",22,"",9,""
"20180930","S92000003","Imaging","Barium Studies",193,"",22,"",3,""
"20181031","S92000003","Imaging","Barium Studies",225,"",88,"",43,""
"20181130","S92000003","Imaging","Barium Studies",242,"",98,"",69,""
"20181231","S92000003","Imaging","Barium Studies",187,"",73,"",28,""
"20190131","S92000003","Imaging","Barium Studies",205,"",43,"",29,""
"20190228","S92000003","Imaging","Barium Studies",166,"",46,"",17,""
"20190331","S92000003","Imaging","Barium Studies",181,"",23,"",5,""
"20190430","S92000003","Imaging","Barium Studies",196,"",38,"",6,""
"20190531","S92000003","Imaging","Barium Studies",157,"",18,"",4,""
"20190630","S92000003","Imaging","Barium Studies",145,"",20,"",14,""
"20190731","S92000003","Imaging","Barium Studies",183,"",27,"",6,""
"20190831","S92000003","Imaging","Barium Studies",214,"",25,"",8,""
"20190930","S92000003","Imaging","Barium Studies",207,"",36,"",15,""
"20191031","S92000003","Imaging","Barium Studies",266,"",37,"",8,""
"20191130","S92000003","Imaging","Barium Studies",272,"",56,"",19,""
"20191231","S92000003","Imaging","Barium Studies",304,"",73,"",24,""
"20200131","S92000003","Imaging","Barium Studies",303,"",58,"",36,""
"20200229","S92000003","Imaging","Barium Studies",255,"",80,"",24,""
"20200331","S92000003","Imaging","Barium Studies",225,"",80,"",41,""
"20200430","S92000003","Imaging","Barium Studies",282,"",221,"",173,""
"20200531","S92000003","Imaging","Barium Studies",373,"",233,"",212,""
"20200630","S92000003","Imaging","Barium Studies",405,"",264,"",229,""
"20200731","S92000003","Imaging","Barium Studies",369,"",230,"",188,""
"20200831","S92000003","Imaging","Barium Studies",358,"",185,"",151,""
"20200930","S92000003","Imaging","Barium Studies",546,"",309,"",244,""
"20201031","S92000003","Imaging","Barium Studies",437,"",231,"",186,""
"20201130","S92000003","Imaging","Barium Studies",378,"",134,"",95,""
"20201231","S92000003","Imaging","Barium Studies",311,"",111,"",81,""
"20210131","S92000003","Imaging","Barium Studies",262,"",60,"",46,""
"20210228","S92000003","Imaging","Barium Studies",268,"",78,"",52,""
"20210331","S92000003","Imaging","Barium Studies",326,"",103,"",61,""
"20210430","S92000003","Imaging","Barium Studies",340,"",112,"",68,""
"20210531","S92000003","Imaging","Barium Studies",333,"",59,"",29,""
"20210630","S92000003","Imaging","Barium Studies",359,"",91,"",33,""
"20210731","S92000003","Imaging","Barium Studies",334,"",108,"",44,""
"20210831","S92000003","Imaging","Barium Studies",374,"",127,"",60,""
"20210930","S92000003","Imaging","Barium Studies",329,"",61,"",26,""
"20070930","S92000003","Imaging","Computer Tomography",3789,"",980,"",460,""
"20071231","S92000003","Imaging","Computer Tomography",5504,"",1317,"",465,""
"20080131","S92000003","Imaging","Computer Tomography",6108,"",1186,"",312,""
"20080229","S92000003","Imaging","Computer Tomography",6003,"",1160,"",380,""
"20080331","S92000003","Imaging","Computer Tomography",6311,"",1091,"",352,""
"20080430","S92000003","Imaging","Computer Tomography",6053,"",936,"",329,""
"20080531","S92000003","Imaging","Computer Tomography",6663,"",920,"",332,""
"20080630","S92000003","Imaging","Computer Tomography",6655,"",1063,"",437,""
"20080731","S92000003","Imaging","Computer Tomography",7131,"",1362,"",502,""
"20080831","S92000003","Imaging","Computer Tomography",7135,"",916,"",407,""
"20080930","S92000003","Imaging","Computer Tomography",6796,"",967,"",364,""
"20081031","S92000003","Imaging","Computer Tomography",6949,"",812,"",229,""
"20081130","S92000003","Imaging","Computer Tomography",6654,"",735,"",179,""
"20081231","S92000003","Imaging","Computer Tomography",6739,"",1191,"",141,""
"20090131","S92000003","Imaging","Computer Tomography",7109,"",582,"",86,""
"20090228","S92000003","Imaging","Computer Tomography",7526,"",368,"",53,""
"20090331","S92000003","Imaging","Computer Tomography",6578,"",311,"",0,""
"20090430","S92000003","Imaging","Computer Tomography",7585,"",740,"",150,""
"20090531","S92000003","Imaging","Computer Tomography",7285,"",692,"",129,""
"20090630","S92000003","Imaging","Computer Tomography",7901,"",758,"",163,""
"20090731","S92000003","Imaging","Computer Tomography",7983,"",897,"",142,""
"20090831","S92000003","Imaging","Computer Tomography",7713,"",876,"",116,""
"20090930","S92000003","Imaging","Computer Tomography",7719,"",900,"",151,""
"20091031","S92000003","Imaging","Computer Tomography",7329,"",885,"",168,""
"20091130","S92000003","Imaging","Computer Tomography",7200,"",866,"",191,""
"20091231","S92000003","Imaging","Computer Tomography",6536,"",771,"",131,""
"20100131","S92000003","Imaging","Computer Tomography",6707,"",330,"",2,""
"20100228","S92000003","Imaging","Computer Tomography",6607,"",299,"",124,""
"20100331","S92000003","Imaging","Computer Tomography",5749,"",172,"",170,""
"20100430","S92000003","Imaging","Computer Tomography",5198,"",183,"",163,""
"20100531","S92000003","Imaging","Computer Tomography",5341,"",185,"",177,""
"20100630","S92000003","Imaging","Computer Tomography",5587,"",0,"",0,""
"20100731","S92000003","Imaging","Computer Tomography",5188,"",0,"",0,""
"20100831","S92000003","Imaging","Computer Tomography",5589,"",0,"",0,""
"20100930","S92000003","Imaging","Computer Tomography",5663,"",0,"",0,""
"20101031","S92000003","Imaging","Computer Tomography",6275,"",5,"",0,""
"20101130","S92000003","Imaging","Computer Tomography",5984,"",13,"",0,""
"20101231","S92000003","Imaging","Computer Tomography",5654,"",31,"",1,""
"20110131","S92000003","Imaging","Computer Tomography",6023,"",1,"",0,""
"20110228","S92000003","Imaging","Computer Tomography",6066,"",1,"",0,""
"20110331","S92000003","Imaging","Computer Tomography",5939,"",0,"",0,""
"20110430","S92000003","Imaging","Computer Tomography",5538,"",13,"",0,""
"20110531","S92000003","Imaging","Computer Tomography",5845,"",4,"",0,""
"20110630","S92000003","Imaging","Computer Tomography",5919,"",2,"",0,""
"20110731","S92000003","Imaging","Computer Tomography",5308,"",4,"",0,""
"20110831","S92000003","Imaging","Computer Tomography",5787,"",5,"",1,""
"20110930","S92000003","Imaging","Computer Tomography",6090,"",5,"",2,""
"20111031","S92000003","Imaging","Computer Tomography",6196,"",3,"",0,""
"20111130","S92000003","Imaging","Computer Tomography",6630,"",18,"",6,""
"20111231","S92000003","Imaging","Computer Tomography",6530,"",21,"",5,""
"20120131","S92000003","Imaging","Computer Tomography",7410,"",183,"",50,""
"20120229","S92000003","Imaging","Computer Tomography",7466,"",217,"",77,""
"20120331","S92000003","Imaging","Computer Tomography",7638,"",228,"",87,""
"20120430","S92000003","Imaging","Computer Tomography",7364,"",317,"",95,""
"20120531","S92000003","Imaging","Computer Tomography",7686,"",320,"",159,""
"20120630","S92000003","Imaging","Computer Tomography",7516,"",412,"",232,""
"20120731","S92000003","Imaging","Computer Tomography",7223,"",168,"",72,""
"20120831","S92000003","Imaging","Computer Tomography",6920,"",47,"",15,""
"20120930","S92000003","Imaging","Computer Tomography",7445,"",23,"",3,""
"20121031","S92000003","Imaging","Computer Tomography",6981,"",46,"",1,""
"20121130","S92000003","Imaging","Computer Tomography",7100,"",127,"",17,""
"20121231","S92000003","Imaging","Computer Tomography",6542,"",197,"",93,""
"20130131","S92000003","Imaging","Computer Tomography",7203,"",197,"",140,""
"20130228","S92000003","Imaging","Computer Tomography",7454,"",146,"",18,""
"20130331","S92000003","Imaging","Computer Tomography",7378,"",319,"",40,""
"20130430","S92000003","Imaging","Computer Tomography",7700,"",242,"",67,""
"20130531","S92000003","Imaging","Computer Tomography",7709,"",283,"",67,""
"20130630","S92000003","Imaging","Computer Tomography",7662,"",225,"",32,""
"20130731","S92000003","Imaging","Computer Tomography",6760,"",216,"",38,""
"20130831","S92000003","Imaging","Computer Tomography",7207,"",141,"",14,""
"20130930","S92000003","Imaging","Computer Tomography",8002,"",212,"",21,""
"20131031","S92000003","Imaging","Computer Tomography",7619,"",254,"",52,""
"20131130","S92000003","Imaging","Computer Tomography",8115,"",419,"",139,""
"20131231","S92000003","Imaging","Computer Tomography",7780,"",590,"",188,""
"20140131","S92000003","Imaging","Computer Tomography",8682,"",579,"",285,""
"20140228","S92000003","Imaging","Computer Tomography",8265,"",500,"",140,""
"20140331","S92000003","Imaging","Computer Tomography",8405,"",381,"",22,""
"20140430","S92000003","Imaging","Computer Tomography",8058,"",566,"",45,""
"20140531","S92000003","Imaging","Computer Tomography",8462,"",368,"",50,""
"20140630","S92000003","Imaging","Computer Tomography",8274,"",428,"",137,""
"20140731","S92000003","Imaging","Computer Tomography",7544,"",468,"",196,""
"20140831","S92000003","Imaging","Computer Tomography",7696,"",545,"",226,""
"20140930","S92000003","Imaging","Computer Tomography",8467,"",606,"",192,""
"20141031","S92000003","Imaging","Computer Tomography",8929,"",909,"",458,""
"20141130","S92000003","Imaging","Computer Tomography",8995,"",713,"",288,""
"20141231","S92000003","Imaging","Computer Tomography",8112,"",847,"",200,""
"20150131","S92000003","Imaging","Computer Tomography",9368,"",694,"",232,""
"20150228","S92000003","Imaging","Computer Tomography",9625,"",825,"",128,""
"20150331","S92000003","Imaging","Computer Tomography",10017,"",1150,"",200,""
"20150430","S92000003","Imaging","Computer Tomography",9735,"",1593,"",461,""
"20150531","S92000003","Imaging","Computer Tomography",10132,"",1586,"",542,""
"20150630","S92000003","Imaging","Computer Tomography",10427,"",1751,"",629,""
"20150731","S92000003","Imaging","Computer Tomography",9830,"",1777,"",631,""
"20150831","S92000003","Imaging","Computer Tomography",9290,"",988,"",435,""
"20150930","S92000003","Imaging","Computer Tomography",8419,"",595,"",142,""
"20151031","S92000003","Imaging","Computer Tomography",8461,"",583,"",133,""
"20151130","S92000003","Imaging","Computer Tomography",8571,"",314,"",13,""
"20151231","S92000003","Imaging","Computer Tomography",8273,"",768,"",100,""
"20160131","S92000003","Imaging","Computer Tomography",9334,"",701,"",281,""
"20160229","S92000003","Imaging","Computer Tomography",9683,"",744,"",202,""
"20160331","S92000003","Imaging","Computer Tomography",10186,"",863,"",267,""
"20160430","S92000003","Imaging","Computer Tomography",9911,"",820,"",240,""
"20160531","S92000003","Imaging","Computer Tomography",9786,"",763,"",137,""
"20160630","S92000003","Imaging","Computer Tomography",9574,"",615,"",130,""
"20160731","S92000003","Imaging","Computer Tomography",9883,"",1095,"",308,""
"20160831","S92000003","Imaging","Computer Tomography",9710,"",677,"",260,""
"20160930","S92000003","Imaging","Computer Tomography",10261,"",817,"",184,""
"20161031","S92000003","Imaging","Computer Tomography",10608,"",1183,"",262,""
"20161130","S92000003","Imaging","Computer Tomography",10630,"",746,"",123,""
"20161231","S92000003","Imaging","Computer Tomography",10739,"",1523,"",343,""
"20170131","S92000003","Imaging","Computer Tomography",12204,"",1658,"",876,""
"20170228","S92000003","Imaging","Computer Tomography",13132,"",2286,"",794,""
"20170331","S92000003","Imaging","Computer Tomography",13677,"",2602,"",1052,""
"20170430","S92000003","Imaging","Computer Tomography",13038,"",3257,"",1371,""
"20170531","S92000003","Imaging","Computer Tomography",13018,"",2632,"",1336,""
"20170630","S92000003","Imaging","Computer Tomography",13966,"",2979,"",1416,""
"20170731","S92000003","Imaging","Computer Tomography",12556,"",2957,"",1441,""
"20170831","S92000003","Imaging","Computer Tomography",12334,"",2261,"",1083,""
"20170930","S92000003","Imaging","Computer Tomography",12896,"",2524,"",1244,""
"20171031","S92000003","Imaging","Computer Tomography",13269,"",2777,"",1494,""
"20171130","S92000003","Imaging","Computer Tomography",13283,"",2527,"",1261,""
"20171231","S92000003","Imaging","Computer Tomography",13267,"",3034,"",1483,""
"20180131","S92000003","Imaging","Computer Tomography",14978,"",2741,"",1793,""
"20180228","S92000003","Imaging","Computer Tomography",14459,"",3667,"",1535,""
"20180331","S92000003","Imaging","Computer Tomography",15981,"",4328,"",1979,""
"20180430","S92000003","Imaging","Computer Tomography",16267,"",4859,"",2686,""
"20180531","S92000003","Imaging","Computer Tomography",15877,"",4478,"",2165,""
"20180630","S92000003","Imaging","Computer Tomography",15819,"",4611,"",2234,""
"20180731","S92000003","Imaging","Computer Tomography",14877,"",4687,"",2360,""
"20180831","S92000003","Imaging","Computer Tomography",14294,"",3986,"",2157,""
"20180930","S92000003","Imaging","Computer Tomography",14908,"",4025,"",1996,""
"20181031","S92000003","Imaging","Computer Tomography",15515,"",4200,"",1963,""
"20181130","S92000003","Imaging","Computer Tomography",14520,"",3434,"",1531,""
"20181231","S92000003","Imaging","Computer Tomography",13942,"",4059,"",1839,""
"20190131","S92000003","Imaging","Computer Tomography",14367,"",3283,"",2143,""
"20190228","S92000003","Imaging","Computer Tomography",14225,"",2642,"",960,""
"20190331","S92000003","Imaging","Computer Tomography",14921,"",3057,"",1263,""
"20190430","S92000003","Imaging","Computer Tomography",15364,"",3883,"",1612,""
"20190531","S92000003","Imaging","Computer Tomography",14683,"",3207,"",1526,""
"20190630","S92000003","Imaging","Computer Tomography",15217,"",3564,"",1666,""
"20190731","S92000003","Imaging","Computer Tomography",15284,"",4651,"",2748,""
"20190831","S92000003","Imaging","Computer Tomography",15495,"",3856,"",2217,""
"20190930","S92000003","Imaging","Computer Tomography",15293,"",3487,"",1877,""
"20191031","S92000003","Imaging","Computer Tomography",15345,"",3744,"",1883,""
"20191130","S92000003","Imaging","Computer Tomography",15082,"",2822,"",1372,""
"20191231","S92000003","Imaging","Computer Tomography",14138,"",3351,"",788,""
"20200131","S92000003","Imaging","Computer Tomography",15461,"",2405,"",1384,""
"20200229","S92000003","Imaging","Computer Tomography",15938,"",3233,"",1027,""
"20200331","S92000003","Imaging","Computer Tomography",13818,"",7377,"",1942,""
"20200430","S92000003","Imaging","Computer Tomography",14414,"",11399,"",8543,""
"20200531","S92000003","Imaging","Computer Tomography",14971,"",9620,"",8705,""
"20200630","S92000003","Imaging","Computer Tomography",16617,"",9921,"",8885,""
"20200731","S92000003","Imaging","Computer Tomography",16957,"",8939,"",7347,""
"20200831","S92000003","Imaging","Computer Tomography",17370,"",8129,"",6571,""
"20200930","S92000003","Imaging","Computer Tomography",17612,"",7500,"",5512,""
"20201031","S92000003","Imaging","Computer Tomography",18120,"",7961,"",5951,""
"20201130","S92000003","Imaging","Computer Tomography",17651,"",6721,"",4810,""
"20201231","S92000003","Imaging","Computer Tomography",17924,"",7549,"",5181,""
"20210131","S92000003","Imaging","Computer Tomography",18433,"",7508,"",5988,""
"20210228","S92000003","Imaging","Computer Tomography",17788,"",6795,"",4493,""
"20210331","S92000003","Imaging","Computer Tomography",15656,"",4431,"",2794,""
"20210430","S92000003","Imaging","Computer Tomography",16353,"",4831,"",2545,""
"20210531","S92000003","Imaging","Computer Tomography",17172,"",4842,"",2593,""
"20210630","S92000003","Imaging","Computer Tomography",17765,"",5492,"",3102,""
"20210731","S92000003","Imaging","Computer Tomography",18663,"",7028,"",4104,""
"20210831","S92000003","Imaging","Computer Tomography",19109,"",7045,"",4433,""
"20210930","S92000003","Imaging","Computer Tomography",21015,"",8074,"",5130,""
"20070930","S92000003","Imaging","Magnetic Resonance Imaging",5722,"",2708,"",1546,""
"20071231","S92000003","Imaging","Magnetic Resonance Imaging",7702,"",3642,"",1882,""
"20080131","S92000003","Imaging","Magnetic Resonance Imaging",7896,"",2708,"",1571,""
"20080229","S92000003","Imaging","Magnetic Resonance Imaging",8642,"",2716,"",1373,""
"20080331","S92000003","Imaging","Magnetic Resonance Imaging",8522,"",2977,"",1396,""
"20080430","S92000003","Imaging","Magnetic Resonance Imaging",8241,"",2638,"",1163,""
"20080531","S92000003","Imaging","Magnetic Resonance Imaging",8676,"",2685,"",1074,""
"20080630","S92000003","Imaging","Magnetic Resonance Imaging",8731,"",2760,"",1235,""
"20080731","S92000003","Imaging","Magnetic Resonance Imaging",8517,"",2778,"",1450,""
"20080831","S92000003","Imaging","Magnetic Resonance Imaging",8509,"",2468,"",1334,""
"20080930","S92000003","Imaging","Magnetic Resonance Imaging",9150,"",2738,"",1245,""
"20081031","S92000003","Imaging","Magnetic Resonance Imaging",8945,"",2582,"",1070,""
"20081130","S92000003","Imaging","Magnetic Resonance Imaging",8817,"",2276,"",904,""
"20081231","S92000003","Imaging","Magnetic Resonance Imaging",7688,"",1924,"",472,""
"20090131","S92000003","Imaging","Magnetic Resonance Imaging",8057,"",1597,"",341,""
"20090228","S92000003","Imaging","Magnetic Resonance Imaging",8547,"",1522,"",153,""
"20090331","S92000003","Imaging","Magnetic Resonance Imaging",6569,"",702,"",0,""
"20090430","S92000003","Imaging","Magnetic Resonance Imaging",7294,"",907,"",0,""
"20090531","S92000003","Imaging","Magnetic Resonance Imaging",7109,"",754,"",12,""
"20090630","S92000003","Imaging","Magnetic Resonance Imaging",6528,"",764,"",0,""
"20090731","S92000003","Imaging","Magnetic Resonance Imaging",6688,"",1031,"",0,""
"20090831","S92000003","Imaging","Magnetic Resonance Imaging",6692,"",948,"",0,""
"20090930","S92000003","Imaging","Magnetic Resonance Imaging",7099,"",907,"",0,""
"20091031","S92000003","Imaging","Magnetic Resonance Imaging",6704,"",923,"",2,""
"20091130","S92000003","Imaging","Magnetic Resonance Imaging",6923,"",793,"",0,""
"20091231","S92000003","Imaging","Magnetic Resonance Imaging",6358,"",853,"",0,""
"20100131","S92000003","Imaging","Magnetic Resonance Imaging",6761,"",476,"",2,""
"20100228","S92000003","Imaging","Magnetic Resonance Imaging",6578,"",177,"",0,""
"20100331","S92000003","Imaging","Magnetic Resonance Imaging",5941,"",2,"",0,""
"20100430","S92000003","Imaging","Magnetic Resonance Imaging",5360,"",144,"",23,""
"20100531","S92000003","Imaging","Magnetic Resonance Imaging",5567,"",74,"",6,""
"20100630","S92000003","Imaging","Magnetic Resonance Imaging",5769,"",0,"",0,""
"20100731","S92000003","Imaging","Magnetic Resonance Imaging",5484,"",0,"",0,""
"20100831","S92000003","Imaging","Magnetic Resonance Imaging",5731,"",0,"",0,""
"20100930","S92000003","Imaging","Magnetic Resonance Imaging",6264,"",1,"",0,""
"20101031","S92000003","Imaging","Magnetic Resonance Imaging",6396,"",2,"",1,""
"20101130","S92000003","Imaging","Magnetic Resonance Imaging",6689,"",0,"",0,""
"20101231","S92000003","Imaging","Magnetic Resonance Imaging",6081,"",81,"",2,""
"20110131","S92000003","Imaging","Magnetic Resonance Imaging",6625,"",20,"",1,""
"20110228","S92000003","Imaging","Magnetic Resonance Imaging",6588,"",27,"",0,""
"20110331","S92000003","Imaging","Magnetic Resonance Imaging",6618,"",66,"",2,""
"20110430","S92000003","Imaging","Magnetic Resonance Imaging",6042,"",112,"",9,""
"20110531","S92000003","Imaging","Magnetic Resonance Imaging",6248,"",94,"",3,""
"20110630","S92000003","Imaging","Magnetic Resonance Imaging",6579,"",9,"",0,""
"20110731","S92000003","Imaging","Magnetic Resonance Imaging",6026,"",100,"",0,""
"20110831","S92000003","Imaging","Magnetic Resonance Imaging",6025,"",105,"",2,""
"20110930","S92000003","Imaging","Magnetic Resonance Imaging",6539,"",81,"",12,""
"20111031","S92000003","Imaging","Magnetic Resonance Imaging",6458,"",193,"",21,""
"20111130","S92000003","Imaging","Magnetic Resonance Imaging",7442,"",241,"",28,""
"20111231","S92000003","Imaging","Magnetic Resonance Imaging",7358,"",546,"",160,""
"20120131","S92000003","Imaging","Magnetic Resonance Imaging",7394,"",457,"",258,""
"20120229","S92000003","Imaging","Magnetic Resonance Imaging",7468,"",369,"",160,""
"20120331","S92000003","Imaging","Magnetic Resonance Imaging",7477,"",279,"",65,""
"20120430","S92000003","Imaging","Magnetic Resonance Imaging",7254,"",266,"",78,""
"20120531","S92000003","Imaging","Magnetic Resonance Imaging",7856,"",194,"",11,""
"20120630","S92000003","Imaging","Magnetic Resonance Imaging",7383,"",268,"",30,""
"20120731","S92000003","Imaging","Magnetic Resonance Imaging",6814,"",305,"",81,""
"20120831","S92000003","Imaging","Magnetic Resonance Imaging",6948,"",386,"",87,""
"20120930","S92000003","Imaging","Magnetic Resonance Imaging",7425,"",548,"",143,""
"20121031","S92000003","Imaging","Magnetic Resonance Imaging",7547,"",622,"",337,""
"20121130","S92000003","Imaging","Magnetic Resonance Imaging",8002,"",695,"",316,""
"20121231","S92000003","Imaging","Magnetic Resonance Imaging",7647,"",1075,"",326,""
"20130131","S92000003","Imaging","Magnetic Resonance Imaging",8422,"",1150,"",754,""
"20130228","S92000003","Imaging","Magnetic Resonance Imaging",8586,"",1009,"",461,""
"20130331","S92000003","Imaging","Magnetic Resonance Imaging",8559,"",1450,"",651,""
"20130430","S92000003","Imaging","Magnetic Resonance Imaging",8100,"",737,"",227,""
"20130531","S92000003","Imaging","Magnetic Resonance Imaging",8513,"",745,"",36,""
"20130630","S92000003","Imaging","Magnetic Resonance Imaging",8996,"",878,"",177,""
"20130731","S92000003","Imaging","Magnetic Resonance Imaging",8539,"",1133,"",360,""
"20130831","S92000003","Imaging","Magnetic Resonance Imaging",8504,"",1184,"",464,""
"20130930","S92000003","Imaging","Magnetic Resonance Imaging",8467,"",1050,"",501,""
