Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic
2019Q2,S08000024,Ovarian,10,5,29,841,0
2019Q2,S08000024,Upper GI,64,62,29,841,0
2019Q2,S08000024,Urological,106,52,29,841,0
2019Q2,S08000025,Colorectal,2,2,29,841,0
2019Q2,S08000025,Lung,2,2,29,841,0
2019Q2,S08000025,Lymphoma,1,1,29,841,0
2019Q2,S08000025,Upper GI,1,1,29,841,0
2019Q2,S08000026,Breast,2,2,29,841,0
2019Q2,S08000026,Colorectal,3,3,29,841,0
2019Q2,S08000026,Lung,1,1,29,841,0
2019Q2,S08000026,Urological,7,6,29,841,0
2019Q2,S08000028,Colorectal,7,5,29,841,0
2019Q2,S08000028,Head & Neck,1,1,29,841,0
2019Q2,S08000028,Lung,2,2,29,841,0
2019Q2,S08000028,Ovarian,1,1,29,841,0
2019Q2,S08000028,Upper GI,3,3,29,841,0
2019Q2,S08000028,Urological,1,1,29,841,0
2019Q2,S08000029,Breast,39,32,29,841,0
2019Q2,S08000029,Cervical,5,4,29,841,0
2019Q2,S08000029,Colorectal,52,50,29,841,0
2019Q2,S08000029,Head & Neck,8,5,29,841,0
2019Q2,S08000029,Lung,66,62,29,841,0
2019Q2,S08000029,Lymphoma,4,3,29,841,0
2019Q2,S08000029,Melanoma,9,8,29,841,0
2019Q2,S08000029,Ovarian,7,7,29,841,0
2019Q2,S08000029,Upper GI,27,26,29,841,0
2019Q2,S08000029,Urological,43,25,29,841,0
2019Q2,S08000030,Breast,56,53,29,841,0
2019Q2,S08000030,Cervical,5,4,29,841,0
2019Q2,S08000030,Colorectal,33,28,29,841,0
2019Q2,S08000030,Head & Neck,6,6,29,841,0
2019Q2,S08000030,Lung,49,39,29,841,0
2019Q2,S08000030,Melanoma,5,5,29,841,0
2019Q2,S08000030,Ovarian,1,1,29,841,0
2019Q2,S08000030,Upper GI,24,24,29,841,0
2019Q2,S08000030,Urological,32,29,29,841,0
2019Q2,S08000031,Breast,340,289,29,841,0
2019Q2,S08000031,Cervical,8,7,29,841,0
2019Q2,S08000031,Colorectal,133,73,29,841,0
2019Q2,S08000031,Head & Neck,60,48,29,841,0
2019Q2,S08000031,Lung,173,139,29,841,0
2019Q2,S08000031,Lymphoma,31,29,29,841,0
2019Q2,S08000031,Melanoma,33,32,29,841,0
2019Q2,S08000031,Ovarian,26,20,29,841,0
2019Q2,S08000031,Upper GI,96,84,29,841,0
2019Q2,S08000031,Urological,186,111,29,841,0
2019Q2,S08000032,Breast,62,62,29,841,0
2019Q2,S08000032,Cervical,4,3,29,841,0
2019Q2,S08000032,Colorectal,70,66,29,841,0
2019Q2,S08000032,Head & Neck,19,18,29,841,0
2019Q2,S08000032,Lung,77,74,29,841,0
2019Q2,S08000032,Lymphoma,9,9,29,841,0
2019Q2,S08000032,Melanoma,27,27,29,841,0
2019Q2,S08000032,Ovarian,13,9,29,841,0
2019Q2,S08000032,Upper GI,31,31,29,841,0
2019Q2,S08000032,Urological,55,50,29,841,0
2019Q3,S08000015,Breast,96,88,30,900,0
2019Q3,S08000015,Cervical,2,1,30,900,0
2019Q3,S08000015,Colorectal,54,37,30,900,0
2019Q3,S08000015,Head & Neck,14,12,30,900,0
2019Q3,S08000015,Lung,61,58,30,900,0
2019Q3,S08000015,Lymphoma,7,5,30,900,0
2019Q3,S08000015,Melanoma,7,6,30,900,0
2019Q3,S08000015,Ovarian,5,4,30,900,0
2019Q3,S08000015,Upper GI,36,29,30,900,0
2019Q3,S08000015,Urological,28,28,30,900,0
2019Q3,S08000016,Breast,13,9,30,900,0
2019Q3,S08000016,Cervical,1,1,30,900,0
2019Q3,S08000016,Colorectal,13,12,30,900,0
2019Q3,S08000016,Head & Neck,4,4,30,900,0
2019Q3,S08000016,Lung,20,20,30,900,0
2019Q3,S08000016,Lymphoma,3,3,30,900,0
2019Q3,S08000016,Melanoma,2,2,30,900,0
2019Q3,S08000016,Ovarian,2,2,30,900,0
2019Q3,S08000016,Upper GI,21,21,30,900,0
2019Q3,S08000016,Urological,10,7,30,900,0
2019Q3,S08000017,Breast,13,13,30,900,0
2019Q3,S08000017,Cervical,3,2,30,900,0
2019Q3,S08000017,Colorectal,12,11,30,900,0
2019Q3,S08000017,Head & Neck,6,6,30,900,0
2019Q3,S08000017,Lung,24,24,30,900,0
2019Q3,S08000017,Lymphoma,4,4,30,900,0
2019Q3,S08000017,Melanoma,2,2,30,900,0
2019Q3,S08000017,Ovarian,4,4,30,900,0
2019Q3,S08000017,Upper GI,18,18,30,900,0
2019Q3,S08000017,Urological,20,16,30,900,0
2019Q3,S08000019,Breast,43,43,30,900,0
2019Q3,S08000019,Cervical,1,1,30,900,0
2019Q3,S08000019,Colorectal,35,29,30,900,0
2019Q3,S08000019,Head & Neck,6,4,30,900,0
2019Q3,S08000019,Lung,53,41,30,900,0
2019Q3,S08000019,Lymphoma,11,8,30,900,0
2019Q3,S08000019,Melanoma,13,8,30,900,0
2019Q3,S08000019,Ovarian,1,1,30,900,0
2019Q3,S08000019,Upper GI,19,17,30,900,0
2019Q3,S08000019,Urological,64,43,30,900,0
2019Q3,S08000020,Breast,101,96,30,900,0
2019Q3,S08000020,Cervical,5,2,30,900,0
2019Q3,S08000020,Colorectal,64,41,30,900,0
2019Q3,S08000020,Head & Neck,8,8,30,900,0
2019Q3,S08000020,Lung,70,61,30,900,0
2019Q3,S08000020,Lymphoma,8,4,30,900,0
2019Q3,S08000020,Melanoma,16,6,30,900,0
2019Q3,S08000020,Ovarian,9,5,30,900,0
2019Q3,S08000020,Upper GI,59,58,30,900,0
2019Q3,S08000020,Urological,68,44,30,900,0
2019Q3,S08000022,Breast,56,56,30,900,0
2019Q3,S08000022,Cervical,2,1,30,900,0
2019Q3,S08000022,Colorectal,42,23,30,900,0
2019Q3,S08000022,Head & Neck,10,9,30,900,0
2019Q3,S08000022,Lung,35,34,30,900,0
2019Q3,S08000022,Lymphoma,9,8,30,900,0
2019Q3,S08000022,Melanoma,12,9,30,900,0
2019Q3,S08000022,Ovarian,4,3,30,900,0
2019Q3,S08000022,Upper GI,26,24,30,900,0
2019Q3,S08000022,Urological,36,15,30,900,0
2019Q3,S08000024,Breast,173,159,30,900,0
2019Q3,S08000024,Cervical,11,10,30,900,0
2019Q3,S08000024,Colorectal,85,36,30,900,0
2019Q3,S08000024,Head & Neck,34,29,30,900,0
2019Q3,S08000024,Lung,62,54,30,900,0
2019Q3,S08000024,Lymphoma,15,13,30,900,0
2019Q3,S08000024,Melanoma,65,63,30,900,0
2019Q3,S08000024,Ovarian,8,7,30,900,0
2019Q3,S08000024,Upper GI,62,58,30,900,0
2019Q3,S08000024,Urological,101,56,30,900,0
2019Q3,S08000025,Colorectal,2,1,30,900,0
2019Q3,S08000025,Lung,1,1,30,900,0
2019Q3,S08000025,Ovarian,1,1,30,900,0
2019Q3,S08000025,Urological,2,2,30,900,0
2019Q3,S08000026,Colorectal,5,4,30,900,0
2019Q3,S08000026,Lung,1,1,30,900,0
2019Q3,S08000026,Ovarian,2,2,30,900,0
2019Q3,S08000026,Upper GI,5,5,30,900,0
2019Q3,S08000026,Urological,3,3,30,900,0
2019Q3,S08000028,Colorectal,7,6,30,900,0
2019Q3,S08000028,Head & Neck,1,0,30,900,0
2019Q3,S08000028,Lung,7,7,30,900,0
2019Q3,S08000028,Lymphoma,1,1,30,900,0
2019Q3,S08000028,Melanoma,1,1,30,900,0
2019Q3,S08000028,Ovarian,1,1,30,900,0
2019Q3,S08000028,Upper GI,4,2,30,900,0
2019Q3,S08000028,Urological,6,3,30,900,0
2019Q3,S08000029,Breast,25,25,30,900,0
2019Q3,S08000029,Cervical,1,1,30,900,0
2019Q3,S08000029,Colorectal,47,45,30,900,0
2019Q3,S08000029,Head & Neck,13,12,30,900,0
2019Q3,S08000029,Lung,70,62,30,900,0
2019Q3,S08000029,Lymphoma,5,4,30,900,0
2019Q3,S08000029,Melanoma,6,5,30,900,0
2019Q3,S08000029,Ovarian,4,3,30,900,0
2019Q3,S08000029,Upper GI,28,25,30,900,0
2019Q3,S08000029,Urological,52,26,30,900,0
2019Q3,S08000030,Breast,65,63,30,900,0
2019Q3,S08000030,Cervical,7,7,30,900,0
2019Q3,S08000030,Colorectal,35,34,30,900,0
2019Q3,S08000030,Head & Neck,4,3,30,900,0
2019Q3,S08000030,Lung,48,45,30,900,0
2019Q3,S08000030,Melanoma,2,2,30,900,0
2019Q3,S08000030,Ovarian,2,2,30,900,0
2019Q3,S08000030,Upper GI,31,29,30,900,0
2019Q3,S08000030,Urological,36,34,30,900,0
2019Q3,S08000031,Breast,280,251,30,900,0
2019Q3,S08000031,Cervical,18,18,30,900,0
2019Q3,S08000031,Colorectal,133,85,30,900,0
2019Q3,S08000031,Head & Neck,46,34,30,900,0
2019Q3,S08000031,Lung,166,146,30,900,0
2019Q3,S08000031,Lymphoma,42,41,30,900,0
2019Q3,S08000031,Melanoma,52,48,30,900,0
2019Q3,S08000031,Ovarian,19,17,30,900,0
2019Q3,S08000031,Upper GI,104,90,30,900,0
2019Q3,S08000031,Urological,176,99,30,900,0
2019Q3,S08000032,Breast,60,60,30,900,0
2019Q3,S08000032,Cervical,5,4,30,900,0
2019Q3,S08000032,Colorectal,57,53,30,900,0
2019Q3,S08000032,Head & Neck,14,14,30,900,0
2019Q3,S08000032,Lung,70,70,30,900,0
2019Q3,S08000032,Lymphoma,15,13,30,900,0
2019Q3,S08000032,Melanoma,38,38,30,900,0
2019Q3,S08000032,Ovarian,6,6,30,900,0
2019Q3,S08000032,Upper GI,39,37,30,900,0
2019Q3,S08000032,Urological,39,35,30,900,0
2019Q4,S08000015,Breast,83,77,31,961,0
2019Q4,S08000015,Cervical,8,5,31,961,0
2019Q4,S08000015,Colorectal,31,22,31,961,0
2019Q4,S08000015,Head & Neck,11,11,31,961,0
2019Q4,S08000015,Lung,52,50,31,961,0
2019Q4,S08000015,Lymphoma,6,6,31,961,0
2019Q4,S08000015,Melanoma,15,10,31,961,0
2019Q4,S08000015,Ovarian,6,6,31,961,0
2019Q4,S08000015,Upper GI,38,29,31,961,0
2019Q4,S08000015,Urological,32,31,31,961,0
2019Q4,S08000016,Breast,13,13,31,961,0
2019Q4,S08000016,Colorectal,14,11,31,961,0
2019Q4,S08000016,Head & Neck,2,2,31,961,0
2019Q4,S08000016,Lung,14,14,31,961,0
2019Q4,S08000016,Lymphoma,4,4,31,961,0
2019Q4,S08000016,Melanoma,4,4,31,961,0
2019Q4,S08000016,Upper GI,7,7,31,961,0
2019Q4,S08000016,Urological,11,9,31,961,0
2019Q4,S08000017,Breast,10,10,31,961,0
2019Q4,S08000017,Colorectal,18,15,31,961,0
2019Q4,S08000017,Head & Neck,3,2,31,961,0
2019Q4,S08000017,Lung,27,26,31,961,0
2019Q4,S08000017,Lymphoma,6,5,31,961,0
2019Q4,S08000017,Melanoma,4,4,31,961,0
2019Q4,S08000017,Ovarian,1,1,31,961,0
2019Q4,S08000017,Upper GI,22,22,31,961,0
2019Q4,S08000017,Urological,14,8,31,961,0
2019Q4,S08000019,Breast,33,33,31,961,0
2019Q4,S08000019,Cervical,3,3,31,961,0
2019Q4,S08000019,Colorectal,35,29,31,961,0
2019Q4,S08000019,Head & Neck,18,14,31,961,0
2019Q4,S08000019,Lung,47,34,31,961,0
2019Q4,S08000019,Lymphoma,10,10,31,961,0
2019Q4,S08000019,Melanoma,10,6,31,961,0
2019Q4,S08000019,Ovarian,3,1,31,961,0
2019Q4,S08000019,Upper GI,36,32,31,961,0
2019Q4,S08000019,Urological,54,44,31,961,0
2019Q4,S08000020,Breast,94,94,31,961,0
2019Q4,S08000020,Cervical,5,3,31,961,0
2019Q4,S08000020,Colorectal,55,31,31,961,0
2019Q4,S08000020,Head & Neck,12,12,31,961,0
2019Q4,S08000020,Lung,46,35,31,961,0
2019Q4,S08000020,Lymphoma,7,6,31,961,0
2019Q4,S08000020,Melanoma,20,15,31,961,0
2019Q4,S08000020,Ovarian,8,5,31,961,0
2019Q4,S08000020,Upper GI,45,45,31,961,0
2019Q4,S08000020,Urological,69,44,31,961,0
2019Q4,S08000022,Breast,48,48,31,961,0
2019Q4,S08000022,Cervical,3,1,31,961,0
2019Q4,S08000022,Colorectal,39,26,31,961,0
2019Q4,S08000022,Head & Neck,7,3,31,961,0
2019Q4,S08000022,Lung,30,29,31,961,0
2019Q4,S08000022,Lymphoma,4,4,31,961,0
2019Q4,S08000022,Melanoma,10,9,31,961,0
2019Q4,S08000022,Ovarian,6,4,31,961,0
2019Q4,S08000022,Upper GI,17,15,31,961,0
2019Q4,S08000022,Urological,46,13,31,961,0
2019Q4,S08000024,Breast,202,192,31,961,0
2019Q4,S08000024,Cervical,6,0,31,961,0
2019Q4,S08000024,Colorectal,91,42,31,961,0
2019Q4,S08000024,Head & Neck,24,23,31,961,0
2019Q4,S08000024,Lung,58,50,31,961,0
2019Q4,S08000024,Lymphoma,12,8,31,961,0
2019Q4,S08000024,Melanoma,40,37,31,961,0
2019Q4,S08000024,Ovarian,6,6,31,961,0
2019Q4,S08000024,Upper GI,62,58,31,961,0
2019Q4,S08000024,Urological,100,68,31,961,0
2019Q4,S08000025,Colorectal,8,6,31,961,0
2019Q4,S08000025,Melanoma,1,1,31,961,0
2019Q4,S08000025,Ovarian,1,1,31,961,0
2019Q4,S08000025,Upper GI,2,2,31,961,0
2019Q4,S08000025,Urological,3,2,31,961,0
2019Q4,S08000026,Breast,2,2,31,961,0
2019Q4,S08000026,Colorectal,2,2,31,961,0
2019Q4,S08000026,Lung,2,2,31,961,0
2019Q4,S08000026,Lymphoma,1,1,31,961,0
2019Q4,S08000026,Melanoma,1,1,31,961,0
2019Q4,S08000026,Ovarian,1,1,31,961,0
2019Q4,S08000026,Upper GI,3,3,31,961,0
2019Q4,S08000026,Urological,2,2,31,961,0
2019Q4,S08000028,Breast,1,1,31,961,0
2019Q4,S08000028,Colorectal,4,4,31,961,0
2019Q4,S08000028,Head & Neck,1,0,31,961,0
2019Q4,S08000028,Lung,5,4,31,961,0
2019Q4,S08000028,Lymphoma,1,1,31,961,0
2019Q4,S08000028,Melanoma,1,1,31,961,0
2019Q4,S08000028,Ovarian,1,1,31,961,0
2019Q4,S08000028,Upper GI,4,4,31,961,0
2019Q4,S08000028,Urological,2,0,31,961,0
2019Q4,S08000029,Breast,32,31,31,961,0
2019Q4,S08000029,Cervical,1,0,31,961,0
2019Q4,S08000029,Colorectal,33,30,31,961,0
2019Q4,S08000029,Head & Neck,7,7,31,961,0
2019Q4,S08000029,Lung,62,56,31,961,0
2019Q4,S08000029,Lymphoma,4,3,31,961,0
2019Q4,S08000029,Melanoma,14,12,31,961,0
2019Q4,S08000029,Ovarian,2,2,31,961,0
2019Q4,S08000029,Upper GI,29,27,31,961,0
2019Q4,S08000029,Urological,47,39,31,961,0
2019Q4,S08000030,Breast,60,59,31,961,0
2019Q4,S08000030,Cervical,2,2,31,961,0
2019Q4,S08000030,Colorectal,31,30,31,961,0
2019Q4,S08000030,Lung,51,47,31,961,0
2019Q4,S08000030,Lymphoma,1,1,31,961,0
2019Q4,S08000030,Melanoma,3,3,31,961,0
2019Q4,S08000030,Ovarian,6,5,31,961,0
2019Q4,S08000030,Upper GI,27,25,31,961,0
2019Q4,S08000030,Urological,36,35,31,961,0
2019Q4,S08000031,Breast,306,274,31,961,0
2019Q4,S08000031,Cervical,14,14,31,961,0
2019Q4,S08000031,Colorectal,155,96,31,961,0
2019Q4,S08000031,Head & Neck,47,33,31,961,0
2019Q4,S08000031,Lung,145,129,31,961,0
2019Q4,S08000031,Lymphoma,29,27,31,961,0
2019Q4,S08000031,Melanoma,41,39,31,961,0
2019Q4,S08000031,Ovarian,20,20,31,961,0
2019Q4,S08000031,Upper GI,81,69,31,961,0
2019Q4,S08000031,Urological,189,110,31,961,0
2019Q4,S08000032,Breast,68,68,31,961,0
2019Q4,S08000032,Cervical,3,2,31,961,0
2019Q4,S08000032,Colorectal,59,55,31,961,0
2019Q4,S08000032,Head & Neck,9,9,31,961,0
2019Q4,S08000032,Lung,78,77,31,961,0
2019Q4,S08000032,Lymphoma,8,8,31,961,0
2019Q4,S08000032,Melanoma,20,20,31,961,0
2019Q4,S08000032,Ovarian,14,13,31,961,0
2019Q4,S08000032,Upper GI,36,35,31,961,0
2019Q4,S08000032,Urological,24,22,31,961,0
2020Q1,S08000015,Breast,109,105,32,1024,0
2020Q1,S08000015,Cervical,4,1,32,1024,0
2020Q1,S08000015,Colorectal,36,27,32,1024,0
2020Q1,S08000015,Head & Neck,8,8,32,1024,0
2020Q1,S08000015,Lung,48,48,32,1024,0
2020Q1,S08000015,Lymphoma,6,4,32,1024,0
2020Q1,S08000015,Melanoma,13,13,32,1024,0
2020Q1,S08000015,Ovarian,3,3,32,1024,0
2020Q1,S08000015,Upper GI,38,32,32,1024,0
2020Q1,S08000015,Urological,42,42,32,1024,0
2020Q1,S08000016,Breast,11,11,32,1024,0
2020Q1,S08000016,Cervical,1,1,32,1024,0
2020Q1,S08000016,Colorectal,11,9,32,1024,0
2020Q1,S08000016,Head & Neck,4,4,32,1024,0
2020Q1,S08000016,Lung,10,10,32,1024,0
2020Q1,S08000016,Lymphoma,5,5,32,1024,0
2020Q1,S08000016,Melanoma,2,2,32,1024,0
2020Q1,S08000016,Ovarian,4,4,32,1024,0
2020Q1,S08000016,Upper GI,7,7,32,1024,0
2020Q1,S08000016,Urological,8,7,32,1024,0
2020Q1,S08000017,Breast,14,14,32,1024,0
2020Q1,S08000017,Colorectal,21,19,32,1024,0
2020Q1,S08000017,Head & Neck,1,1,32,1024,0
2020Q1,S08000017,Lung,23,23,32,1024,0
2020Q1,S08000017,Lymphoma,5,5,32,1024,0
2020Q1,S08000017,Ovarian,2,2,32,1024,0
2020Q1,S08000017,Upper GI,25,25,32,1024,0
2020Q1,S08000017,Urological,21,14,32,1024,0
2020Q1,S08000019,Breast,43,43,32,1024,0
2020Q1,S08000019,Cervical,2,2,32,1024,0
2020Q1,S08000019,Colorectal,48,41,32,1024,0
2020Q1,S08000019,Head & Neck,8,8,32,1024,0
2020Q1,S08000019,Lung,43,39,32,1024,0
2020Q1,S08000019,Lymphoma,14,14,32,1024,0
2020Q1,S08000019,Melanoma,17,11,32,1024,0
2020Q1,S08000019,Ovarian,7,7,32,1024,0
2020Q1,S08000019,Upper GI,21,19,32,1024,0
2020Q1,S08000019,Urological,73,33,32,1024,0
2020Q1,S08000020,Breast,91,89,32,1024,0
2020Q1,S08000020,Cervical,1,1,32,1024,0
2020Q1,S08000020,Colorectal,53,39,32,1024,0
2020Q1,S08000020,Head & Neck,13,5,32,1024,0
2020Q1,S08000020,Lung,49,44,32,1024,0
2020Q1,S08000020,Lymphoma,4,3,32,1024,0
2020Q1,S08000020,Melanoma,19,15,32,1024,0
2020Q1,S08000020,Ovarian,6,6,32,1024,0
2020Q1,S08000020,Upper GI,60,59,32,1024,0
2020Q1,S08000020,Urological,69,43,32,1024,0
2020Q1,S08000022,Breast,62,59,32,1024,0
2020Q1,S08000022,Cervical,4,3,32,1024,0
2020Q1,S08000022,Colorectal,33,18,32,1024,0
2020Q1,S08000022,Head & Neck,10,9,32,1024,0
2020Q1,S08000022,Lung,25,25,32,1024,0
2020Q1,S08000022,Lymphoma,11,11,32,1024,0
2020Q1,S08000022,Melanoma,7,5,32,1024,0
2020Q1,S08000022,Upper GI,25,20,32,1024,0
2020Q1,S08000022,Urological,37,13,32,1024,0
2020Q1,S08000024,Breast,197,187,32,1024,0
2020Q1,S08000024,Cervical,5,3,32,1024,0
2020Q1,S08000024,Colorectal,103,65,32,1024,0
2020Q1,S08000024,Head & Neck,27,25,32,1024,0
2020Q1,S08000024,Lung,54,49,32,1024,0
2020Q1,S08000024,Lymphoma,5,3,32,1024,0
2020Q1,S08000024,Melanoma,22,22,32,1024,0
2020Q1,S08000024,Ovarian,4,3,32,1024,0
2020Q1,S08000024,Upper GI,80,77,32,1024,0
2020Q1,S08000024,Urological,108,71,32,1024,0
2020Q1,S08000025,Colorectal,2,1,32,1024,0
2020Q1,S08000025,Lung,1,1,32,1024,0
2020Q1,S08000025,Ovarian,1,1,32,1024,0
2020Q1,S08000025,Urological,3,2,32,1024,0
2020Q1,S08000026,Breast,1,1,32,1024,0
2020Q1,S08000026,Colorectal,1,1,32,1024,0
2020Q1,S08000026,Lung,1,1,32,1024,0
2020Q1,S08000026,Lymphoma,1,1,32,1024,0
2020Q1,S08000026,Ovarian,1,1,32,1024,0
2020Q1,S08000026,Upper GI,1,1,32,1024,0
2020Q1,S08000026,Urological,4,3,32,1024,0
2020Q1,S08000028,Colorectal,5,3,32,1024,0
2020Q1,S08000028,Head & Neck,2,2,32,1024,0
2020Q1,S08000028,Lung,4,2,32,1024,0
2020Q1,S08000028,Lymphoma,1,1,32,1024,0
2020Q1,S08000028,Melanoma,1,1,32,1024,0
2020Q1,S08000028,Upper GI,3,3,32,1024,0
2020Q1,S08000028,Urological,3,2,32,1024,0
2020Q1,S08000029,Breast,52,51,32,1024,0
2020Q1,S08000029,Cervical,3,2,32,1024,0
2020Q1,S08000029,Colorectal,41,39,32,1024,0
2020Q1,S08000029,Head & Neck,8,8,32,1024,0
2020Q1,S08000029,Lung,44,38,32,1024,0
2020Q1,S08000029,Lymphoma,5,4,32,1024,0
2020Q1,S08000029,Melanoma,6,5,32,1024,0
2020Q1,S08000029,Ovarian,8,7,32,1024,0
2020Q1,S08000029,Upper GI,8,8,32,1024,0
2020Q1,S08000029,Urological,56,31,32,1024,0
2020Q1,S08000030,Breast,47,44,32,1024,0
2020Q1,S08000030,Cervical,6,4,32,1024,0
2020Q1,S08000030,Colorectal,46,42,32,1024,0
2020Q1,S08000030,Head & Neck,1,1,32,1024,0
2020Q1,S08000030,Lung,46,43,32,1024,0
2020Q1,S08000030,Melanoma,6,6,32,1024,0
2020Q1,S08000030,Ovarian,4,4,32,1024,0
2020Q1,S08000030,Upper GI,19,19,32,1024,0
2020Q1,S08000030,Urological,32,28,32,1024,0
2020Q1,S08000031,Breast,308,297,32,1024,0
2020Q1,S08000031,Cervical,11,8,32,1024,0
2020Q1,S08000031,Colorectal,150,103,32,1024,0
2020Q1,S08000031,Head & Neck,52,41,32,1024,0
2020Q1,S08000031,Lung,133,111,32,1024,0
2020Q1,S08000031,Lymphoma,52,50,32,1024,0
2020Q1,S08000031,Melanoma,44,44,32,1024,0
2020Q1,S08000031,Ovarian,14,14,32,1024,0
2020Q1,S08000031,Upper GI,119,95,32,1024,0
2020Q1,S08000031,Urological,179,91,32,1024,0
2020Q1,S08000032,Breast,63,63,32,1024,0
2020Q1,S08000032,Cervical,6,5,32,1024,0
2020Q1,S08000032,Colorectal,69,67,32,1024,0
2020Q1,S08000032,Head & Neck,16,15,32,1024,0
2020Q1,S08000032,Lung,48,48,32,1024,0
2020Q1,S08000032,Lymphoma,9,9,32,1024,0
2020Q1,S08000032,Melanoma,16,16,32,1024,0
2020Q1,S08000032,Ovarian,12,12,32,1024,0
2020Q1,S08000032,Upper GI,57,54,32,1024,0
2020Q1,S08000032,Urological,59,55,32,1024,0
2020Q2,S08000015,Breast,40,35,33,1089,1
2020Q2,S08000015,Cervical,2,2,33,1089,1
2020Q2,S08000015,Colorectal,24,20,33,1089,1
2020Q2,S08000015,Head & Neck,7,7,33,1089,1
2020Q2,S08000015,Lung,42,42,33,1089,1
2020Q2,S08000015,Lymphoma,6,6,33,1089,1
2020Q2,S08000015,Melanoma,10,9,33,1089,1
2020Q2,S08000015,Ovarian,7,7,33,1089,1
2020Q2,S08000015,Upper GI,32,32,33,1089,1
2020Q2,S08000015,Urological,46,45,33,1089,1
2020Q2,S08000016,Breast,13,13,33,1089,1
2020Q2,S08000016,Cervical,1,1,33,1089,1
2020Q2,S08000016,Colorectal,19,17,33,1089,1
2020Q2,S08000016,Head & Neck,2,1,33,1089,1
2020Q2,S08000016,Lung,22,20,33,1089,1
2020Q2,S08000016,Lymphoma,1,1,33,1089,1
2020Q2,S08000016,Melanoma,2,2,33,1089,1
2020Q2,S08000016,Ovarian,2,2,33,1089,1
2020Q2,S08000016,Upper GI,8,7,33,1089,1
2020Q2,S08000016,Urological,15,10,33,1089,1
2020Q2,S08000017,Breast,19,19,33,1089,1
2020Q2,S08000017,Cervical,2,2,33,1089,1
2020Q2,S08000017,Colorectal,16,16,33,1089,1
2020Q2,S08000017,Head & Neck,5,5,33,1089,1
2020Q2,S08000017,Lung,17,15,33,1089,1
2020Q2,S08000017,Lymphoma,6,6,33,1089,1
2020Q2,S08000017,Ovarian,2,2,33,1089,1
2020Q2,S08000017,Upper GI,15,14,33,1089,1
2020Q2,S08000017,Urological,22,15,33,1089,1
2020Q2,S08000019,Breast,40,38,33,1089,1
2020Q2,S08000019,Cervical,2,1,33,1089,1
2020Q2,S08000019,Colorectal,24,17,33,1089,1
2020Q2,S08000019,Head & Neck,11,8,33,1089,1
2020Q2,S08000019,Lung,45,36,33,1089,1
2020Q2,S08000019,Lymphoma,12,11,33,1089,1
2020Q2,S08000019,Melanoma,17,14,33,1089,1
2020Q2,S08000019,Ovarian,5,5,33,1089,1
2020Q2,S08000019,Upper GI,31,29,33,1089,1
2020Q2,S08000019,Urological,40,30,33,1089,1
2020Q2,S08000020,Breast,87,83,33,1089,1
2020Q2,S08000020,Colorectal,48,31,33,1089,1
2020Q2,S08000020,Head & Neck,4,3,33,1089,1
2020Q2,S08000020,Lung,45,38,33,1089,1
2020Q2,S08000020,Lymphoma,6,4,33,1089,1
2020Q2,S08000020,Melanoma,11,9,33,1089,1
2020Q2,S08000020,Ovarian,3,3,33,1089,1
2020Q2,S08000020,Upper GI,53,52,33,1089,1
2020Q2,S08000020,Urological,64,40,33,1089,1
2020Q2,S08000022,Breast,42,37,33,1089,1
2020Q2,S08000022,Cervical,2,2,33,1089,1
2020Q2,S08000022,Colorectal,29,19,33,1089,1
2020Q2,S08000022,Lung,40,39,33,1089,1
2020Q2,S08000022,Lymphoma,15,13,33,1089,1
2020Q2,S08000022,Melanoma,7,6,33,1089,1
2020Q2,S08000022,Ovarian,4,4,33,1089,1
2020Q2,S08000022,Upper GI,20,18,33,1089,1
2020Q2,S08000022,Urological,48,14,33,1089,1
2020Q2,S08000024,Breast,132,130,33,1089,1
2020Q2,S08000024,Cervical,5,3,33,1089,1
2020Q2,S08000024,Colorectal,83,71,33,1089,1
2020Q2,S08000024,Head & Neck,24,21,33,1089,1
2020Q2,S08000024,Lung,41,38,33,1089,1
2020Q2,S08000024,Lymphoma,13,13,33,1089,1
2020Q2,S08000024,Melanoma,13,13,33,1089,1
2020Q2,S08000024,Ovarian,10,10,33,1089,1
2020Q2,S08000024,Upper GI,63,61,33,1089,1
2020Q2,S08000024,Urological,100,54,33,1089,1
2020Q2,S08000025,Colorectal,1,0,33,1089,1
2020Q2,S08000025,Melanoma,1,1,33,1089,1
2020Q2,S08000025,Upper GI,1,1,33,1089,1
2020Q2,S08000025,Urological,4,3,33,1089,1
2020Q2,S08000026,Breast,1,1,33,1089,1
2020Q2,S08000026,Colorectal,1,1,33,1089,1
2020Q2,S08000026,Lung,2,2,33,1089,1
2020Q2,S08000026,Melanoma,2,2,33,1089,1
2020Q2,S08000026,Ovarian,1,1,33,1089,1
2020Q2,S08000026,Upper GI,1,1,33,1089,1
2020Q2,S08000026,Urological,1,0,33,1089,1
2020Q2,S08000028,Colorectal,3,3,33,1089,1
2020Q2,S08000028,Head & Neck,1,1,33,1089,1
2020Q2,S08000028,Lung,10,9,33,1089,1
2020Q2,S08000028,Lymphoma,3,3,33,1089,1
2020Q2,S08000028,Upper GI,1,1,33,1089,1
2020Q2,S08000028,Urological,6,5,33,1089,1
