Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic
2019Q2,S08000022,Colorectal,134,118,29,0
2019Q2,S08000022,Head & Neck,10,10,29,0
2019Q2,S08000022,Lung,104,104,29,0
2019Q2,S08000022,Lymphoma,34,34,29,0
2019Q2,S08000022,Melanoma,36,28,29,0
2019Q2,S08000022,Ovarian,10,10,29,0
2019Q2,S08000022,Upper GI,62,62,29,0
2019Q2,S08000022,Urological,160,156,29,0
2019Q2,S08000024,Breast,474,442,29,0
2019Q2,S08000024,Cervical,20,18,29,0
2019Q2,S08000024,Colorectal,214,168,29,0
2019Q2,S08000024,Head & Neck,110,110,29,0
2019Q2,S08000024,Lung,310,302,29,0
2019Q2,S08000024,Lymphoma,50,50,29,0
2019Q2,S08000024,Melanoma,118,116,29,0
2019Q2,S08000024,Ovarian,36,34,29,0
2019Q2,S08000024,Upper GI,216,212,29,0
2019Q2,S08000024,Urological,390,354,29,0
2019Q2,S08000025,Colorectal,8,8,29,0
2019Q2,S08000025,Lung,6,4,29,0
2019Q2,S08000025,Lymphoma,2,2,29,0
2019Q2,S08000025,Melanoma,2,2,29,0
2019Q2,S08000025,Ovarian,2,2,29,0
2019Q2,S08000025,Upper GI,2,2,29,0
2019Q2,S08000025,Urological,4,4,29,0
2019Q2,S08000026,Breast,4,4,29,0
2019Q2,S08000026,Colorectal,6,6,29,0
2019Q2,S08000026,Lung,4,4,29,0
2019Q2,S08000026,Lymphoma,2,2,29,0
2019Q2,S08000026,Upper GI,4,4,29,0
2019Q2,S08000026,Urological,28,26,29,0
2019Q2,S08000028,Colorectal,18,18,29,0
2019Q2,S08000028,Head & Neck,4,4,29,0
2019Q2,S08000028,Lung,4,4,29,0
2019Q2,S08000028,Melanoma,2,2,29,0
2019Q2,S08000028,Ovarian,2,2,29,0
2019Q2,S08000028,Upper GI,12,12,29,0
2019Q2,S08000028,Urological,16,14,29,0
2019Q2,S08000029,Breast,102,92,29,0
2019Q2,S08000029,Cervical,12,12,29,0
2019Q2,S08000029,Colorectal,130,128,29,0
2019Q2,S08000029,Head & Neck,30,30,29,0
2019Q2,S08000029,Lung,184,180,29,0
2019Q2,S08000029,Lymphoma,42,42,29,0
2019Q2,S08000029,Melanoma,30,30,29,0
2019Q2,S08000029,Ovarian,16,14,29,0
2019Q2,S08000029,Upper GI,84,84,29,0
2019Q2,S08000029,Urological,200,166,29,0
2019Q2,S08000030,Breast,202,186,29,0
2019Q2,S08000030,Cervical,14,12,29,0
2019Q2,S08000030,Colorectal,146,146,29,0
2019Q2,S08000030,Head & Neck,40,40,29,0
2019Q2,S08000030,Lung,164,146,29,0
2019Q2,S08000030,Lymphoma,58,56,29,0
2019Q2,S08000030,Melanoma,60,58,29,0
2019Q2,S08000030,Ovarian,12,12,29,0
2019Q2,S08000030,Upper GI,100,100,29,0
2019Q2,S08000030,Urological,220,212,29,0
2019Q2,S08000031,Breast,840,742,29,0
2019Q2,S08000031,Cervical,30,30,29,0
2019Q2,S08000031,Colorectal,394,366,29,0
2019Q2,S08000031,Head & Neck,168,166,29,0
2019Q2,S08000031,Lung,722,686,29,0
2019Q2,S08000031,Lymphoma,144,144,29,0
2019Q2,S08000031,Melanoma,174,172,29,0
2019Q2,S08000031,Ovarian,84,78,29,0
2019Q2,S08000031,Upper GI,296,288,29,0
2019Q2,S08000031,Urological,704,654,29,0
2019Q2,S08000032,Breast,178,178,29,0
2019Q2,S08000032,Cervical,14,14,29,0
2019Q2,S08000032,Colorectal,180,168,29,0
2019Q2,S08000032,Head & Neck,80,80,29,0
2019Q2,S08000032,Lung,270,266,29,0
2019Q2,S08000032,Lymphoma,46,46,29,0
2019Q2,S08000032,Melanoma,84,82,29,0
2019Q2,S08000032,Ovarian,34,32,29,0
2019Q2,S08000032,Upper GI,110,108,29,0
2019Q2,S08000032,Urological,258,240,29,0
2019Q3,S08000015,Breast,236,224,30,0
2019Q3,S08000015,Cervical,6,6,30,0
2019Q3,S08000015,Colorectal,140,138,30,0
2019Q3,S08000015,Head & Neck,48,48,30,0
2019Q3,S08000015,Lung,150,150,30,0
2019Q3,S08000015,Lymphoma,24,24,30,0
2019Q3,S08000015,Melanoma,32,32,30,0
2019Q3,S08000015,Ovarian,12,12,30,0
2019Q3,S08000015,Upper GI,98,98,30,0
2019Q3,S08000015,Urological,150,150,30,0
2019Q3,S08000016,Breast,32,32,30,0
2019Q3,S08000016,Cervical,2,2,30,0
2019Q3,S08000016,Colorectal,34,34,30,0
2019Q3,S08000016,Head & Neck,10,10,30,0
2019Q3,S08000016,Lung,64,64,30,0
2019Q3,S08000016,Lymphoma,16,16,30,0
2019Q3,S08000016,Melanoma,16,16,30,0
2019Q3,S08000016,Ovarian,8,8,30,0
2019Q3,S08000016,Upper GI,50,50,30,0
2019Q3,S08000016,Urological,52,48,30,0
2019Q3,S08000017,Breast,54,54,30,0
2019Q3,S08000017,Cervical,6,6,30,0
2019Q3,S08000017,Colorectal,54,52,30,0
2019Q3,S08000017,Head & Neck,20,20,30,0
2019Q3,S08000017,Lung,74,74,30,0
2019Q3,S08000017,Lymphoma,20,20,30,0
2019Q3,S08000017,Melanoma,12,12,30,0
2019Q3,S08000017,Ovarian,8,8,30,0
2019Q3,S08000017,Upper GI,64,64,30,0
2019Q3,S08000017,Urological,98,86,30,0
2019Q3,S08000019,Breast,104,104,30,0
2019Q3,S08000019,Cervical,4,4,30,0
2019Q3,S08000019,Colorectal,88,86,30,0
2019Q3,S08000019,Head & Neck,26,26,30,0
2019Q3,S08000019,Lung,138,136,30,0
2019Q3,S08000019,Lymphoma,32,32,30,0
2019Q3,S08000019,Melanoma,32,30,30,0
2019Q3,S08000019,Ovarian,6,6,30,0
2019Q3,S08000019,Upper GI,62,60,30,0
2019Q3,S08000019,Urological,212,200,30,0
2019Q3,S08000020,Breast,252,246,30,0
2019Q3,S08000020,Cervical,14,14,30,0
2019Q3,S08000020,Colorectal,198,192,30,0
2019Q3,S08000020,Head & Neck,48,46,30,0
2019Q3,S08000020,Lung,250,244,30,0
2019Q3,S08000020,Lymphoma,84,84,30,0
2019Q3,S08000020,Melanoma,78,76,30,0
2019Q3,S08000020,Ovarian,32,32,30,0
2019Q3,S08000020,Upper GI,172,170,30,0
2019Q3,S08000020,Urological,406,352,30,0
2019Q3,S08000022,Breast,160,158,30,0
2019Q3,S08000022,Cervical,6,6,30,0
2019Q3,S08000022,Colorectal,114,102,30,0
2019Q3,S08000022,Head & Neck,34,34,30,0
2019Q3,S08000022,Lung,116,116,30,0
2019Q3,S08000022,Lymphoma,38,36,30,0
2019Q3,S08000022,Melanoma,38,38,30,0
2019Q3,S08000022,Ovarian,8,8,30,0
2019Q3,S08000022,Upper GI,98,96,30,0
2019Q3,S08000022,Urological,150,138,30,0
2019Q3,S08000024,Breast,452,448,30,0
2019Q3,S08000024,Cervical,28,28,30,0
2019Q3,S08000024,Colorectal,232,186,30,0
2019Q3,S08000024,Head & Neck,106,102,30,0
2019Q3,S08000024,Lung,318,308,30,0
2019Q3,S08000024,Lymphoma,62,62,30,0
2019Q3,S08000024,Melanoma,172,170,30,0
2019Q3,S08000024,Ovarian,32,32,30,0
2019Q3,S08000024,Upper GI,194,194,30,0
2019Q3,S08000024,Urological,360,322,30,0
2019Q3,S08000025,Colorectal,4,4,30,0
2019Q3,S08000025,Lung,4,4,30,0
2019Q3,S08000025,Ovarian,2,2,30,0
2019Q3,S08000025,Urological,4,4,30,0
2019Q3,S08000026,Breast,2,2,30,0
2019Q3,S08000026,Colorectal,12,12,30,0
2019Q3,S08000026,Lung,4,4,30,0
2019Q3,S08000026,Lymphoma,2,2,30,0
2019Q3,S08000026,Ovarian,4,4,30,0
2019Q3,S08000026,Upper GI,12,12,30,0
2019Q3,S08000026,Urological,10,8,30,0
2019Q3,S08000028,Colorectal,22,20,30,0
2019Q3,S08000028,Head & Neck,4,2,30,0
2019Q3,S08000028,Lung,20,20,30,0
2019Q3,S08000028,Lymphoma,2,2,30,0
2019Q3,S08000028,Melanoma,6,6,30,0
2019Q3,S08000028,Ovarian,2,2,30,0
2019Q3,S08000028,Upper GI,10,8,30,0
2019Q3,S08000028,Urological,16,14,30,0
2019Q3,S08000029,Breast,74,66,30,0
2019Q3,S08000029,Cervical,6,6,30,0
2019Q3,S08000029,Colorectal,128,128,30,0
2019Q3,S08000029,Head & Neck,34,34,30,0
2019Q3,S08000029,Lung,194,186,30,0
2019Q3,S08000029,Lymphoma,28,28,30,0
2019Q3,S08000029,Melanoma,28,28,30,0
2019Q3,S08000029,Ovarian,8,8,30,0
2019Q3,S08000029,Upper GI,104,104,30,0
2019Q3,S08000029,Urological,238,222,30,0
2019Q3,S08000030,Breast,220,212,30,0
2019Q3,S08000030,Cervical,20,20,30,0
2019Q3,S08000030,Colorectal,132,132,30,0
2019Q3,S08000030,Head & Neck,38,36,30,0
2019Q3,S08000030,Lung,164,158,30,0
2019Q3,S08000030,Lymphoma,46,46,30,0
2019Q3,S08000030,Melanoma,14,12,30,0
2019Q3,S08000030,Ovarian,6,6,30,0
2019Q3,S08000030,Upper GI,126,126,30,0
2019Q3,S08000030,Urological,230,226,30,0
2019Q3,S08000031,Breast,706,636,30,0
2019Q3,S08000031,Cervical,44,44,30,0
2019Q3,S08000031,Colorectal,402,362,30,0
2019Q3,S08000031,Head & Neck,168,160,30,0
2019Q3,S08000031,Lung,700,676,30,0
2019Q3,S08000031,Lymphoma,156,156,30,0
2019Q3,S08000031,Melanoma,220,218,30,0
2019Q3,S08000031,Ovarian,68,68,30,0
2019Q3,S08000031,Upper GI,316,312,30,0
2019Q3,S08000031,Urological,646,602,30,0
2019Q3,S08000032,Breast,168,164,30,0
2019Q3,S08000032,Cervical,14,14,30,0
2019Q3,S08000032,Colorectal,160,156,30,0
2019Q3,S08000032,Head & Neck,52,52,30,0
2019Q3,S08000032,Lung,246,242,30,0
2019Q3,S08000032,Lymphoma,58,58,30,0
2019Q3,S08000032,Melanoma,102,100,30,0
2019Q3,S08000032,Ovarian,18,18,30,0
2019Q3,S08000032,Upper GI,98,96,30,0
2019Q3,S08000032,Urological,192,182,30,0
2019Q4,S08000015,Breast,190,176,31,0
2019Q4,S08000015,Cervical,18,14,31,0
2019Q4,S08000015,Colorectal,100,98,31,0
2019Q4,S08000015,Head & Neck,38,38,31,0
2019Q4,S08000015,Lung,116,116,31,0
2019Q4,S08000015,Lymphoma,22,22,31,0
2019Q4,S08000015,Melanoma,58,58,31,0
2019Q4,S08000015,Ovarian,18,18,31,0
2019Q4,S08000015,Upper GI,94,92,31,0
2019Q4,S08000015,Urological,134,132,31,0
2019Q4,S08000016,Breast,34,34,31,0
2019Q4,S08000016,Colorectal,46,44,31,0
2019Q4,S08000016,Head & Neck,12,12,31,0
2019Q4,S08000016,Lung,40,40,31,0
2019Q4,S08000016,Lymphoma,18,18,31,0
2019Q4,S08000016,Melanoma,10,10,31,0
2019Q4,S08000016,Ovarian,2,2,31,0
2019Q4,S08000016,Upper GI,20,20,31,0
2019Q4,S08000016,Urological,32,32,31,0
2019Q4,S08000017,Breast,56,56,31,0
2019Q4,S08000017,Colorectal,72,70,31,0
2019Q4,S08000017,Head & Neck,16,16,31,0
2019Q4,S08000017,Lung,78,78,31,0
2019Q4,S08000017,Lymphoma,28,28,31,0
2019Q4,S08000017,Melanoma,22,22,31,0
2019Q4,S08000017,Ovarian,6,6,31,0
2019Q4,S08000017,Upper GI,76,76,31,0
2019Q4,S08000017,Urological,106,88,31,0
2019Q4,S08000019,Breast,86,86,31,0
2019Q4,S08000019,Cervical,6,6,31,0
2019Q4,S08000019,Colorectal,104,100,31,0
2019Q4,S08000019,Head & Neck,44,44,31,0
2019Q4,S08000019,Lung,114,114,31,0
2019Q4,S08000019,Lymphoma,28,28,31,0
2019Q4,S08000019,Melanoma,32,32,31,0
2019Q4,S08000019,Ovarian,8,8,31,0
2019Q4,S08000019,Upper GI,88,88,31,0
2019Q4,S08000019,Urological,178,176,31,0
2019Q4,S08000020,Breast,256,250,31,0
2019Q4,S08000020,Cervical,14,14,31,0
2019Q4,S08000020,Colorectal,168,130,31,0
2019Q4,S08000020,Head & Neck,66,66,31,0
2019Q4,S08000020,Lung,196,190,31,0
2019Q4,S08000020,Lymphoma,76,74,31,0
2019Q4,S08000020,Melanoma,98,94,31,0
2019Q4,S08000020,Ovarian,32,32,31,0
2019Q4,S08000020,Upper GI,130,128,31,0
2019Q4,S08000020,Urological,406,358,31,0
2019Q4,S08000022,Breast,130,118,31,0
2019Q4,S08000022,Cervical,6,6,31,0
2019Q4,S08000022,Colorectal,110,108,31,0
2019Q4,S08000022,Head & Neck,28,28,31,0
2019Q4,S08000022,Lung,100,100,31,0
2019Q4,S08000022,Lymphoma,18,18,31,0
2019Q4,S08000022,Melanoma,40,38,31,0
2019Q4,S08000022,Ovarian,12,12,31,0
2019Q4,S08000022,Upper GI,74,74,31,0
2019Q4,S08000022,Urological,180,174,31,0
2019Q4,S08000024,Breast,496,486,31,0
2019Q4,S08000024,Cervical,24,24,31,0
2019Q4,S08000024,Colorectal,244,206,31,0
2019Q4,S08000024,Head & Neck,82,82,31,0
2019Q4,S08000024,Lung,314,314,31,0
2019Q4,S08000024,Lymphoma,66,66,31,0
2019Q4,S08000024,Melanoma,104,100,31,0
2019Q4,S08000024,Ovarian,22,22,31,0
2019Q4,S08000024,Upper GI,204,204,31,0
2019Q4,S08000024,Urological,394,356,31,0
2019Q4,S08000025,Colorectal,18,18,31,0
2019Q4,S08000025,Lung,4,4,31,0
2019Q4,S08000025,Melanoma,2,2,31,0
2019Q4,S08000025,Ovarian,2,2,31,0
2019Q4,S08000025,Upper GI,4,4,31,0
2019Q4,S08000025,Urological,6,4,31,0
2019Q4,S08000026,Breast,6,6,31,0
2019Q4,S08000026,Colorectal,6,6,31,0
2019Q4,S08000026,Lung,4,4,31,0
2019Q4,S08000026,Lymphoma,4,4,31,0
2019Q4,S08000026,Melanoma,2,2,31,0
2019Q4,S08000026,Ovarian,2,2,31,0
2019Q4,S08000026,Upper GI,6,6,31,0
2019Q4,S08000026,Urological,12,12,31,0
2019Q4,S08000028,Breast,2,2,31,0
2019Q4,S08000028,Colorectal,12,12,31,0
2019Q4,S08000028,Head & Neck,4,4,31,0
2019Q4,S08000028,Lung,18,18,31,0
2019Q4,S08000028,Lymphoma,2,2,31,0
2019Q4,S08000028,Melanoma,6,6,31,0
2019Q4,S08000028,Ovarian,2,2,31,0
2019Q4,S08000028,Upper GI,14,14,31,0
2019Q4,S08000028,Urological,22,22,31,0
2019Q4,S08000029,Breast,98,94,31,0
2019Q4,S08000029,Cervical,6,6,31,0
2019Q4,S08000029,Colorectal,112,112,31,0
2019Q4,S08000029,Head & Neck,22,22,31,0
2019Q4,S08000029,Lung,176,174,31,0
2019Q4,S08000029,Lymphoma,34,34,31,0
2019Q4,S08000029,Melanoma,42,40,31,0
2019Q4,S08000029,Ovarian,8,8,31,0
2019Q4,S08000029,Upper GI,108,108,31,0
2019Q4,S08000029,Urological,204,196,31,0
2019Q4,S08000030,Breast,216,214,31,0
2019Q4,S08000030,Cervical,10,10,31,0
2019Q4,S08000030,Colorectal,140,140,31,0
2019Q4,S08000030,Head & Neck,32,28,31,0
2019Q4,S08000030,Lung,174,174,31,0
2019Q4,S08000030,Lymphoma,38,38,31,0
2019Q4,S08000030,Melanoma,46,42,31,0
2019Q4,S08000030,Ovarian,20,18,31,0
2019Q4,S08000030,Upper GI,124,124,31,0
2019Q4,S08000030,Urological,242,238,31,0
2019Q4,S08000031,Breast,748,700,31,0
2019Q4,S08000031,Cervical,38,38,31,0
2019Q4,S08000031,Colorectal,444,424,31,0
2019Q4,S08000031,Head & Neck,162,160,31,0
2019Q4,S08000031,Lung,632,624,31,0
2019Q4,S08000031,Lymphoma,122,122,31,0
2019Q4,S08000031,Melanoma,206,202,31,0
2019Q4,S08000031,Ovarian,64,60,31,0
2019Q4,S08000031,Upper GI,274,268,31,0
2019Q4,S08000031,Urological,720,678,31,0
2019Q4,S08000032,Breast,172,170,31,0
2019Q4,S08000032,Cervical,8,8,31,0
2019Q4,S08000032,Colorectal,166,162,31,0
2019Q4,S08000032,Head & Neck,34,34,31,0
2019Q4,S08000032,Lung,302,302,31,0
2019Q4,S08000032,Lymphoma,58,58,31,0
2019Q4,S08000032,Melanoma,72,70,31,0
2019Q4,S08000032,Ovarian,38,36,31,0
2019Q4,S08000032,Upper GI,104,104,31,0
2019Q4,S08000032,Urological,136,136,31,0
2020Q1,S08000015,Breast,256,254,32,0
2020Q1,S08000015,Cervical,16,12,32,0
2020Q1,S08000015,Colorectal,118,116,32,0
2020Q1,S08000015,Head & Neck,34,34,32,0
2020Q1,S08000015,Lung,104,104,32,0
2020Q1,S08000015,Lymphoma,26,24,32,0
2020Q1,S08000015,Melanoma,46,46,32,0
2020Q1,S08000015,Ovarian,12,12,32,0
2020Q1,S08000015,Upper GI,116,116,32,0
2020Q1,S08000015,Urological,146,144,32,0
2020Q1,S08000016,Breast,34,34,32,0
2020Q1,S08000016,Cervical,2,2,32,0
2020Q1,S08000016,Colorectal,28,28,32,0
2020Q1,S08000016,Head & Neck,12,12,32,0
2020Q1,S08000016,Lung,24,24,32,0
2020Q1,S08000016,Lymphoma,12,12,32,0
2020Q1,S08000016,Melanoma,8,8,32,0
2020Q1,S08000016,Ovarian,10,10,32,0
2020Q1,S08000016,Upper GI,36,36,32,0
2020Q1,S08000016,Urological,26,26,32,0
2020Q1,S08000017,Breast,42,42,32,0
2020Q1,S08000017,Colorectal,80,80,32,0
2020Q1,S08000017,Head & Neck,10,10,32,0
2020Q1,S08000017,Lung,68,68,32,0
2020Q1,S08000017,Lymphoma,26,26,32,0
2020Q1,S08000017,Melanoma,16,16,32,0
2020Q1,S08000017,Ovarian,12,12,32,0
2020Q1,S08000017,Upper GI,80,80,32,0
2020Q1,S08000017,Urological,116,112,32,0
2020Q1,S08000019,Breast,114,114,32,0
2020Q1,S08000019,Cervical,6,6,32,0
2020Q1,S08000019,Colorectal,126,120,32,0
2020Q1,S08000019,Head & Neck,28,28,32,0
2020Q1,S08000019,Lung,110,104,32,0
2020Q1,S08000019,Lymphoma,44,44,32,0
2020Q1,S08000019,Melanoma,40,34,32,0
2020Q1,S08000019,Ovarian,14,14,32,0
2020Q1,S08000019,Upper GI,64,64,32,0
2020Q1,S08000019,Urological,214,212,32,0
2020Q1,S08000020,Breast,250,242,32,0
2020Q1,S08000020,Cervical,10,10,32,0
2020Q1,S08000020,Colorectal,204,184,32,0
2020Q1,S08000020,Head & Neck,76,74,32,0
2020Q1,S08000020,Lung,208,208,32,0
2020Q1,S08000020,Lymphoma,62,62,32,0
2020Q1,S08000020,Melanoma,66,62,32,0
2020Q1,S08000020,Ovarian,32,32,32,0
2020Q1,S08000020,Upper GI,188,186,32,0
2020Q1,S08000020,Urological,406,370,32,0
2020Q1,S08000022,Breast,158,142,32,0
2020Q1,S08000022,Cervical,8,8,32,0
2020Q1,S08000022,Colorectal,102,98,32,0
2020Q1,S08000022,Head & Neck,38,36,32,0
2020Q1,S08000022,Lung,100,100,32,0
2020Q1,S08000022,Lymphoma,30,30,32,0
2020Q1,S08000022,Melanoma,24,24,32,0
2020Q1,S08000022,Ovarian,2,2,32,0
2020Q1,S08000022,Upper GI,68,66,32,0
2020Q1,S08000022,Urological,152,132,32,0
2020Q1,S08000024,Breast,478,448,32,0
2020Q1,S08000024,Cervical,12,12,32,0
2020Q1,S08000024,Colorectal,244,204,32,0
2020Q1,S08000024,Head & Neck,78,76,32,0
2020Q1,S08000024,Lung,306,306,32,0
2020Q1,S08000024,Lymphoma,40,40,32,0
2020Q1,S08000024,Melanoma,50,48,32,0
2020Q1,S08000024,Ovarian,26,26,32,0
2020Q1,S08000024,Upper GI,256,252,32,0
2020Q1,S08000024,Urological,402,384,32,0
2020Q1,S08000025,Colorectal,4,2,32,0
2020Q1,S08000025,Lung,4,4,32,0
2020Q1,S08000025,Lymphoma,2,2,32,0
2020Q1,S08000025,Ovarian,2,2,32,0
2020Q1,S08000025,Urological,6,6,32,0
2020Q1,S08000026,Breast,2,2,32,0
2020Q1,S08000026,Colorectal,2,2,32,0
2020Q1,S08000026,Lung,6,6,32,0
2020Q1,S08000026,Lymphoma,2,2,32,0
2020Q1,S08000026,Ovarian,2,2,32,0
2020Q1,S08000026,Upper GI,4,4,32,0
2020Q1,S08000026,Urological,20,16,32,0
2020Q1,S08000028,Colorectal,12,10,32,0
2020Q1,S08000028,Head & Neck,8,8,32,0
2020Q1,S08000028,Lung,10,10,32,0
2020Q1,S08000028,Lymphoma,2,2,32,0
2020Q1,S08000028,Melanoma,2,2,32,0
2020Q1,S08000028,Upper GI,10,10,32,0
2020Q1,S08000028,Urological,12,12,32,0
2020Q1,S08000029,Breast,122,122,32,0
2020Q1,S08000029,Cervical,6,6,32,0
2020Q1,S08000029,Colorectal,122,118,32,0
2020Q1,S08000029,Head & Neck,26,26,32,0
2020Q1,S08000029,Lung,144,140,32,0
2020Q1,S08000029,Lymphoma,30,28,32,0
2020Q1,S08000029,Melanoma,26,22,32,0
2020Q1,S08000029,Ovarian,24,24,32,0
2020Q1,S08000029,Upper GI,70,70,32,0
2020Q1,S08000029,Urological,254,234,32,0
2020Q1,S08000030,Breast,212,192,32,0
2020Q1,S08000030,Cervical,18,16,32,0
2020Q1,S08000030,Colorectal,168,168,32,0
2020Q1,S08000030,Head & Neck,26,26,32,0
2020Q1,S08000030,Lung,180,178,32,0
2020Q1,S08000030,Lymphoma,42,42,32,0
2020Q1,S08000030,Melanoma,60,60,32,0
2020Q1,S08000030,Ovarian,22,22,32,0
2020Q1,S08000030,Upper GI,98,98,32,0
2020Q1,S08000030,Urological,280,278,32,0
2020Q1,S08000031,Breast,772,752,32,0
2020Q1,S08000031,Cervical,28,28,32,0
2020Q1,S08000031,Colorectal,394,366,32,0
2020Q1,S08000031,Head & Neck,134,132,32,0
2020Q1,S08000031,Lung,560,534,32,0
2020Q1,S08000031,Lymphoma,182,182,32,0
2020Q1,S08000031,Melanoma,176,176,32,0
2020Q1,S08000031,Ovarian,46,46,32,0
2020Q1,S08000031,Upper GI,358,354,32,0
2020Q1,S08000031,Urological,694,626,32,0
2020Q1,S08000032,Breast,190,190,32,0
2020Q1,S08000032,Cervical,18,14,32,0
2020Q1,S08000032,Colorectal,188,182,32,0
2020Q1,S08000032,Head & Neck,40,40,32,0
2020Q1,S08000032,Lung,222,220,32,0
2020Q1,S08000032,Lymphoma,44,44,32,0
2020Q1,S08000032,Melanoma,48,48,32,0
2020Q1,S08000032,Ovarian,30,30,32,0
2020Q1,S08000032,Upper GI,168,168,32,0
2020Q1,S08000032,Urological,234,218,32,0
2020Q2,S08000015,Breast,98,96,33,1
2020Q2,S08000015,Cervical,4,4,33,1
2020Q2,S08000015,Colorectal,66,62,33,1
2020Q2,S08000015,Head & Neck,32,32,33,1
2020Q2,S08000015,Lung,106,106,33,1
2020Q2,S08000015,Lymphoma,32,32,33,1
2020Q2,S08000015,Melanoma,36,36,33,1
2020Q2,S08000015,Ovarian,20,20,33,1
2020Q2,S08000015,Upper GI,80,80,33,1
2020Q2,S08000015,Urological,138,138,33,1
2020Q2,S08000016,Breast,42,42,33,1
2020Q2,S08000016,Cervical,2,2,33,1
2020Q2,S08000016,Colorectal,62,60,33,1
2020Q2,S08000016,Head & Neck,10,10,33,1
2020Q2,S08000016,Lung,56,56,33,1
2020Q2,S08000016,Lymphoma,12,12,33,1
2020Q2,S08000016,Melanoma,6,6,33,1
2020Q2,S08000016,Ovarian,4,4,33,1
2020Q2,S08000016,Upper GI,20,20,33,1
2020Q2,S08000016,Urological,52,50,33,1
2020Q2,S08000017,Breast,44,44,33,1
2020Q2,S08000017,Cervical,6,6,33,1
2020Q2,S08000017,Colorectal,44,44,33,1
2020Q2,S08000017,Head & Neck,22,22,33,1
2020Q2,S08000017,Lung,62,62,33,1
2020Q2,S08000017,Lymphoma,22,22,33,1
2020Q2,S08000017,Melanoma,10,8,33,1
2020Q2,S08000017,Ovarian,10,10,33,1
2020Q2,S08000017,Upper GI,42,42,33,1
2020Q2,S08000017,Urological,128,122,33,1
2020Q2,S08000019,Breast,92,92,33,1
2020Q2,S08000019,Cervical,6,6,33,1
2020Q2,S08000019,Colorectal,54,52,33,1
2020Q2,S08000019,Head & Neck,30,30,33,1
2020Q2,S08000019,Lung,106,102,33,1
2020Q2,S08000019,Lymphoma,34,34,33,1
2020Q2,S08000019,Melanoma,36,36,33,1
2020Q2,S08000019,Ovarian,16,16,33,1
2020Q2,S08000019,Upper GI,74,74,33,1
2020Q2,S08000019,Urological,144,144,33,1
2020Q2,S08000020,Breast,226,210,33,1
2020Q2,S08000020,Cervical,14,14,33,1
2020Q2,S08000020,Colorectal,162,138,33,1
2020Q2,S08000020,Head & Neck,34,34,33,1
2020Q2,S08000020,Lung,194,192,33,1
2020Q2,S08000020,Lymphoma,62,60,33,1
2020Q2,S08000020,Melanoma,52,52,33,1
2020Q2,S08000020,Ovarian,16,14,33,1
2020Q2,S08000020,Upper GI,160,160,33,1
2020Q2,S08000020,Urological,330,310,33,1
2020Q2,S08000022,Breast,102,90,33,1
2020Q2,S08000022,Cervical,4,4,33,1
2020Q2,S08000022,Colorectal,72,70,33,1
2020Q2,S08000022,Head & Neck,10,10,33,1
2020Q2,S08000022,Lung,104,104,33,1
2020Q2,S08000022,Lymphoma,36,36,33,1
2020Q2,S08000022,Melanoma,24,22,33,1
2020Q2,S08000022,Ovarian,16,16,33,1
2020Q2,S08000022,Upper GI,66,66,33,1
2020Q2,S08000022,Urological,152,146,33,1
2020Q2,S08000024,Breast,344,344,33,1
2020Q2,S08000024,Cervical,14,14,33,1
2020Q2,S08000024,Colorectal,210,192,33,1
2020Q2,S08000024,Head & Neck,70,70,33,1
2020Q2,S08000024,Lung,300,298,33,1
2020Q2,S08000024,Lymphoma,98,98,33,1
2020Q2,S08000024,Melanoma,26,24,33,1
2020Q2,S08000024,Ovarian,36,36,33,1
2020Q2,S08000024,Upper GI,186,186,33,1
2020Q2,S08000024,Urological,374,334,33,1
2020Q2,S08000025,Colorectal,2,2,33,1
2020Q2,S08000025,Lung,2,2,33,1
2020Q2,S08000025,Melanoma,2,2,33,1
2020Q2,S08000025,Upper GI,2,2,33,1
2020Q2,S08000025,Urological,10,10,33,1
2020Q2,S08000026,Breast,2,2,33,1
2020Q2,S08000026,Colorectal,2,2,33,1
2020Q2,S08000026,Lung,8,8,33,1
2020Q2,S08000026,Melanoma,4,4,33,1
2020Q2,S08000026,Ovarian,2,2,33,1
2020Q2,S08000026,Upper GI,2,2,33,1
2020Q2,S08000026,Urological,8,4,33,1
2020Q2,S08000028,Colorectal,10,8,33,1
2020Q2,S08000028,Head & Neck,6,6,33,1
2020Q2,S08000028,Lung,20,20,33,1
2020Q2,S08000028,Lymphoma,6,6,33,1
2020Q2,S08000028,Ovarian,2,2,33,1
2020Q2,S08000028,Upper GI,6,6,33,1
2020Q2,S08000028,Urological,14,14,33,1
2020Q2,S08000029,Breast,90,84,33,1
2020Q2,S08000029,Cervical,8,8,33,1
2020Q2,S08000029,Colorectal,80,76,33,1
2020Q2,S08000029,Head & Neck,16,16,33,1
2020Q2,S08000029,Lung,130,130,33,1
2020Q2,S08000029,Lymphoma,32,32,33,1
2020Q2,S08000029,Melanoma,18,18,33,1
2020Q2,S08000029,Ovarian,14,14,33,1
2020Q2,S08000029,Upper GI,86,86,33,1
2020Q2,S08000029,Urological,182,164,33,1
2020Q2,S08000030,Breast,164,164,33,1
2020Q2,S08000030,Cervical,18,18,33,1
2020Q2,S08000030,Colorectal,114,112,33,1
